/content/noa_training_1hr/audio/train/hindi
Regional-Jaipur-Hindi-1830-20181028193711/sent_31.wav	109120
Regional-Bhopal-Hindi-1910-20181126194845/sent_44.wav	132160
Regional-Chandigarh-Hindi-1810-201834191157/sent_14.wav	184320
Regional-Raipur-Hindi-1910-20189520331/sent_51.wav	66880
Regional-Patna-Hindi-0830-202152104827/sent_24.wav	45120
Regional-Patna-Hindi-1930-202082320495/sent_43.wav	104960
Regional-Lucknow-Hindi-1920-201810162022/sent_48.wav	91840
Regional-Patna-Hindi-0830-201872893619/sent_50.wav	35200
Regional-Jaipur-Hindi-1230-2019828134746/sent_23.wav	247680
Regional-Dehradun-Hindi-1830-20201117192545/sent_25.wav	83840
Regional-Shimla-Hindi-1800-2020626182534/sent_11.wav	116160
Regional-Lucknow-Hindi-1920-201926165849/sent_33.wav	136320
Regional-Jaipur-Hindi-1230-201963132436/sent_2.wav	87040
Regional-Patna-Hindi-1930-2018102420136/sent_39.wav	132160
Regional-Jaipur-Hindi-0900-201911132421/sent_38.wav	82880
Regional-Ranchi-Hindi-1900-2021118193446/sent_64.wav	142080
Regional-Jaipur-Hindi-1230-20201112133542/sent_8.wav	64640
Regional-Ranchi-Hindi-1310-202146134956/sent_27.wav	75520
Regional-Lucknow-Hindi-1920-2020915194435/sent_68.wav	124160
Regional-Gorakhpur-Hindi-0720-201910275823/sent_60.wav	197440
Regional-Itanagar-Hindi-1945-201972420720/sent_5.wav	223360
Regional-Bhopal-Hindi-1430-2018124151616/sent_25.wav	52800
Regional-Patna-Hindi-0830-20193299854/sent_23.wav	84160
Regional-Lucknow-Hindi-1920-201865202756/sent_12.wav	179520
Regional-Patna-Hindi-0830-202026104556/sent_17.wav	131200
Regional-Ranchi-Hindi-1900-2020224192855/sent_46.wav	129920
Regional-Jaipur-Hindi-1830-20191127195454/sent_13.wav	89920
Regional-Jaipur-Hindi-0900-202122195917/sent_37.wav	94400
Regional-Jaipur-Hindi-1230-2021418135444/sent_33.wav	99840
Regional-Shimla-Hindi-1800-201972419059/sent_8.wav	59200
Regional-Bhopal-Hindi-0705-202022082212/sent_22.wav	90880
Regional-Jaipur-Hindi-1830-202053192210/sent_14.wav	80960
Regional-Lucknow-Hindi-1920-2019522193957/sent_43.wav	126080
Regional-Jaipur-Hindi-1830-2020724214042/sent_32.wav	137600
Regional-Raipur-Hindi-1910-20191221192631/sent_14.wav	102080
Regional-Bhopal-Hindi-0705-201942481511/sent_41.wav	69760
Regional-Dehradun-Hindi-1830-2019915185934/sent_43.wav	229120
Regional-Shimla-Hindi-0915-2019829103210/sent_29.wav	101440
Regional-Ranchi-Hindi-0830-202151310616/sent_24.wav	123840
Regional-Bhopal-Hindi-1430-2020615142058/sent_10.wav	93120
Regional-Gorakhpur-Hindi-1800-20191126193325/sent_13.wav	82880
Regional-Bhopal-Hindi-1430-20201022141329/sent_22.wav	112960
Regional-Patna-Hindi-0830-202092110819/sent_49.wav	75840
Regional-Patna-Hindi-0830-20196141035/sent_57.wav	105920
Regional-Gorakhpur-Hindi-1800-20191110183623/sent_32.wav	104960
Regional-Bhopal-Hindi-1910-201989195036/sent_7.wav	147520
Regional-Shimla-Hindi-1945-2019323201116/sent_56.wav	141120
Regional-Bhopal-Hindi-0705-20205675123/sent_11.wav	127680
Regional-Shimla-Hindi-0915-2020111410575/sent_33.wav	133760
Regional-Jaipur-Hindi-1830-201941619508/sent_50.wav	76160
Regional-Patna-Hindi-1930-202131202748/sent_69.wav	38720
Regional-Jaipur-Hindi-1830-201961820529/sent_70.wav	118080
Regional-Ranchi-Hindi-1900-20201029193224/sent_61.wav	76160
Regional-Patna-Hindi-1930-2019122203332/sent_44.wav	109120
Regional-Patna-Hindi-0830-20197991936/sent_40.wav	82560
Regional-Jaipur-Hindi-1230-20205713163/sent_30.wav	122240
Regional-Shimla-Hindi-1800-20215618251/sent_29.wav	118080
Regional-Dehradun-Hindi-1830-202079185853/sent_20.wav	202560
Regional-Dehradun-Hindi-1830-20201719118/sent_4.wav	53120
Regional-Gorakhpur-Hindi-0720-20208481012/sent_9.wav	74240
Regional-Bhopal-Hindi-1910-20193420147/sent_22.wav	162560
Regional-Jaipur-Hindi-1230-2019216133442/sent_2.wav	62080
